2023-07-17 16:54:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-07-17 16:54:23 0 [Note] InnoDB: Uses event mutexes
2023-07-17 16:54:23 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-07-17 16:54:23 0 [Note] InnoDB: Number of pools: 1
2023-07-17 16:54:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-07-17 16:54:23 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2023-07-17 16:54:23 0 [Note] InnoDB: Completed initialization of buffer pool
2023-07-17 16:54:23 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2023-07-17 16:54:23 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 41575775.
2023-07-17 16:54:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 41269441
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=277] with future log sequence number 41263883
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 41263883
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 41263557
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 41263557
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 41259031
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 41259031
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 41254469
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=38, page number=9] with future log sequence number 41254489
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=370] with future log sequence number 41254469
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 41245919
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=10] with future log sequence number 41235934
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 41245951
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 41235599
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=38, page number=80] with future log sequence number 41235714
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 41235599
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 41235226
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 41235226
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 41235182
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=443] with future log sequence number 41235182
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=226] with future log sequence number 41233322
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=225] with future log sequence number 41245843
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 41235138
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 41235138
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 41235094
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 41235094
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 41235050
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 41235050
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=266] with future log sequence number 41235006
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 41235006
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 41234962
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=23] with future log sequence number 41233935
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 41234962
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=263] with future log sequence number 41234902
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 41234902
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 41234858
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=419] with future log sequence number 41234858
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 41234814
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=301] with future log sequence number 41230867
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 41234814
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=260] with future log sequence number 41234770
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 41234770
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=259] with future log sequence number 41234726
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 41234726
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=23] with future log sequence number 41480746
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 41480733
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=416] with future log sequence number 41480445
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=435] with future log sequence number 41479877
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 41479474
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=306] with future log sequence number 41479026
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=446] with future log sequence number 41479154
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 41468903
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=406] with future log sequence number 41468594
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=440] with future log sequence number 41468279
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 41467973
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 41467647
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 41463080
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 41458485
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=225] with future log sequence number 41449772
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=221] with future log sequence number 41449664
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=10] with future log sequence number 41439729
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 41449772
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=445] with future log sequence number 41439488
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 41438920
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=322] with future log sequence number 41437730
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 41437608
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=393] with future log sequence number 41438538
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=305] with future log sequence number 41437095
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 41438494
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=433] with future log sequence number 41438450
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 41438406
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 41438362
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 41522668
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=322] with future log sequence number 41522562
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 41522280
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 41522280
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 41522236
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 41522236
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 41522860
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=37, page number=6] with future log sequence number 41522192
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 41540265
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 41540265
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 41540221
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 41557754
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=84] with future log sequence number 41557774
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=45] with future log sequence number 41575109
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=5] with future log sequence number 41575135
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=4] with future log sequence number 41575122
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=320] with future log sequence number 41575157
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=436] with future log sequence number 41575109
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 41574655
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=5] with future log sequence number 41574825
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 41575676
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 41575676
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 41575632
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 41575632
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 41575588
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 41575588
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 41575544
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 41575544
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 41575500
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=371] with future log sequence number 41575500
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 41575456
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 41575456
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=45] with future log sequence number 41575396
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=436] with future log sequence number 41575396
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 41575357
2023-07-17 16:54:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 41575357
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 8674260 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 38394198 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 8676129 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 41575357 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=380] log sequence number 41575357 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 41575396 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=436] log sequence number 41575396 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 41316283 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=334] log sequence number 41316283 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 41316322 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=354] log sequence number 41316322 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 41333885 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=339] log sequence number 41333885 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 41333924 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=325] log sequence number 41333924 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 41333963 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=418] log sequence number 41333963 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 41334063 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 41334102 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=374] log sequence number 41334102 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 41123701 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=420] log sequence number 41123701 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 41123740 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 41123740 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 41334141 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=428] log sequence number 41334141 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 41334180 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=389] log sequence number 41334180 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 41334219 is in the future! Current system log sequence number 300306.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-07-17 16:54:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=341] log sequence number 41334219 is in the future! Current system log sequence number 300306.
